"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",7425.04,62.76,1.83%,3173702,2926.19,1.08,-1.71%,48.40%,54.05%,87.85%,131.42%,159.77%,5.72%,381.59%,146.86%,11.86%,,2.44%,85.16%,12.60%,11.45%,33.34%,60.97%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",8935.85,11.80,6.59%,15596024,14078.11,1.11,0.51%,6.79%,50.32%,-11.48%,11.64%,63.43%,4.69%,225.97%,128.96%,99.38%,,27.43%,84.55%,7.02%,-0.59%,18.30%,23.15%
"HPP","NYSE","Hudson Pacific Properties Inc","Real Estate","REIT - Office",811.25,14.63,-4.88%,637575,1096.23,0.58,-0.81%,2.31%,72.52%,55.64%,35.09%,-17.06%,6.17%,77.10%,77.72%,-8.17%,39.16%,1.65%,115.72%,12.85%,-5.23%,3.32%,28.23%
"CBRL","NASD","Cracker Barrel Old Country Store Inc","Consumer Cyclical","Restaurants",1171.89,52.43,-2.38%,1545873,1251.66,1.24,-1.83%,8.51%,78.58%,73.55%,106.42%,-20.29%,5.31%,-105.45%,239.83%,-2.90%,-20.88%,-5.53%,96.20%,25.80%,0.36%,19.72%,54.87%
"MU","NASD","Micron Technology Inc","Technology","Semiconductors",1016679.65,900.20,-2.25%,47141558,52120.78,0.90,4.01%,-25.82%,81.23%,125.25%,215.41%,709.10%,5.80%,783.32%,1372.09%,345.72%,172.07%,-1.85%,78.11%,3.22%,-6.64%,-5.97%,78.03%
"SIMO","NASD","Silicon Motion Technology Corp ADR","Technology","Semiconductors",8203.74,244.45,-9.76%,1424619,1056.96,1.35,-3.23%,-24.84%,59.29%,116.46%,163.70%,235.78%,7.45%,150.14%,243.57%,106.23%,65.41%,0.28%,79.13%,2.12%,-17.35%,-15.23%,50.90%
"DDOG","NASD","Datadog Inc","Technology","Software - Application",89652.13,251.86,2.03%,3189553,5634.32,0.57,-4.31%,13.99%,94.52%,93.54%,85.20%,68.09%,3.72%,18.05%,115.46%,32.15%,19.42%,0.28%,81.81%,3.86%,-2.32%,4.71%,52.40%
"FROG","NASD","JFrog Ltd","Technology","Software - Application",9838.56,81.23,1.33%,908079,2940.18,0.31,-10.17%,3.08%,79.51%,39.02%,30.05%,95.55%,6.12%,16.32%,57.82%,25.79%,20.57%,-0.80%,85.02%,10.27%,-9.15%,-1.71%,35.03%
"NAVN","NASD","Navan Inc","Technology","Software - Application",6556.67,25.78,11.12%,3829868,4443.80,0.86,-7.03%,19.41%,65.26%,72.10%,50.94%,,8.96%,,66.82%,39.86%,,0.21%,19.56%,9.62%,2.06%,14.58%,58.06%
"PTRN","NASD","Pattern Group Inc","Technology","Software - Application",4119.21,23.29,5.05%,1698118,1988.08,0.85,-16.85%,6.88%,72.52%,63.21%,101.82%,,6.80%,140.97%,83.13%,43.18%,,4.74%,14.59%,11.98%,-13.10%,3.52%,47.91%
"SNOW","NYSE","Snowflake Inc","Technology","Software - Application",94594.08,272.92,1.81%,5223632,7794.38,0.67,-0.52%,20.20%,94.50%,30.15%,24.42%,24.33%,4.17%,54.46%,33.81%,33.48%,44.34%,-1.68%,75.51%,6.44%,2.64%,14.91%,30.12%
"BAND","NASD","Bandwidth Inc","Technology","Software - Infrastructure",1830.74,57.18,-4.38%,984698,1388.71,0.71,-16.89%,9.29%,137.06%,294.62%,270.10%,281.45%,8.91%,25.87%,39.38%,19.82%,26.43%,0.27%,72.80%,12.44%,-14.83%,-8.34%,97.67%
"BLZE","NASD","Backblaze Inc","Technology","Software - Infrastructure",738.60,12.31,6.03%,1636407,3465.07,0.47,-6.46%,-8.27%,192.40%,153.81%,164.16%,125.87%,7.84%,55.10%,39.88%,11.71%,37.88%,-5.51%,48.66%,4.62%,-17.16%,11.33%,83.29%
"CRWD","NASD","Crowdstrike Holdings Inc","Technology","Software - Infrastructure",183398.68,180.11,-1.73%,6197549,12110.37,0.51,-9.26%,6.16%,60.77%,59.22%,53.69%,53.97%,4.42%,32.03%,124.26%,25.57%,29.16%,,71.09%,2.79%,-6.96%,0.79%,36.98%
"FIVN","NASD","Five9 Inc","Technology","Software - Infrastructure",1956.21,25.55,10.51%,3264536,3242.04,1.01,-0.58%,30.96%,54.38%,39.47%,27.43%,-11.41%,8.41%,9.88%,3234.38%,9.16%,13.13%,-2.63%,101.69%,10.69%,5.51%,12.13%,28.73%
"GTLB","NASD","Gitlab Inc","Technology","Software - Infrastructure",5553.43,32.88,5.12%,3998411,5800.29,0.69,-3.49%,19.61%,52.86%,-9.62%,-12.39%,-31.34%,6.53%,-15.36%,86.57%,23.15%,6.64%,2.35%,81.70%,13.26%,2.14%,10.83%,1.52%
"OKTA","NASD","Okta Inc","Technology","Software - Infrastructure",23886.34,137.43,-0.77%,1925554,3705.09,0.52,-7.40%,15.24%,80.88%,51.42%,58.93%,35.93%,4.51%,9.89%,20.10%,11.19%,11.37%,4.30%,93.77%,4.59%,-3.96%,11.56%,47.71%
"PANW","NASD","Palo Alto Networks Inc","Technology","Software - Infrastructure",258615.81,317.32,-2.00%,5177091,8036.71,0.64,-8.99%,8.27%,77.73%,76.11%,72.27%,56.11%,4.48%,12.98%,-159.65%,31.15%,13.16%,9.13%,79.44%,2.53%,-6.60%,6.19%,49.59%
"QLYS","NASD","Qualys Inc","Technology","Software - Infrastructure",4746.90,134.79,-1.96%,786009,796.10,0.99,-13.80%,16.01%,59.82%,4.66%,1.42%,-1.48%,6.09%,7.53%,9.84%,10.60%,7.23%,2.16%,107.24%,11.07%,-9.45%,8.59%,13.62%
"TENB","NASD","Tenable Holdings Inc","Technology","Software - Infrastructure",3577.22,32.44,0.59%,2009619,3726.67,0.54,-14.09%,18.22%,62.04%,44.50%,37.87%,-2.32%,8.05%,22.76%,106.28%,9.58%,14.53%,8.64%,115.69%,9.78%,-13.74%,4.49%,29.19%
"VRNS","NASD","Varonis Systems Inc","Technology","Software - Infrastructure",5358.38,46.67,2.03%,2011727,2322.54,0.87,-1.64%,21.03%,90.26%,33.53%,42.29%,-14.66%,3.99%,-34.03%,-0.22%,27.39%,55.11%,-5.24%,98.21%,7.31%,3.09%,23.20%,39.65%
"MAN","NYSE","ManpowerGroup","Industrials","Staffing & Employment Services",2496.05,53.67,4.56%,1615058,1198.50,1.35,1.05%,58.74%,82.12%,75.39%,80.52%,17.44%,5.39%,22.11%,178.22%,7.54%,30.17%,-3.90%,115.10%,13.69%,23.15%,48.15%,69.91%
"NSP","NYSE","Insperity Inc","Industrials","Staffing & Employment Services",1918.00,50.25,3.93%,614380,765.39,0.80,-2.80%,30.83%,53.34%,7.56%,29.78%,-16.76%,5.60%,99.42%,-35.30%,1.72%,52.60%,6.96%,109.42%,10.76%,7.17%,26.92%,40.38%
"RHI","NYSE","Robert Half Inc","Industrials","Staffing & Employment Services",4065.15,39.74,12.61%,3510219,2291.00,1.53,-5.00%,32.07%,55.17%,39.10%,46.32%,-0.18%,6.40%,-4.65%,-35.61%,-2.44%,23.17%,17.21%,124.86%,22.83%,9.90%,23.60%,40.26%
