"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float"
"CMPS","NASD","Compass Pathways Plc ADR","Healthcare","Medical Care Facilities",1677.06,12.43,-6.61%,11906904,4872.00,2.44,-8.60%,5.43%,108.56%,68.66%,80.14%,216.28%,5.55%,74.37%,-51.37%,,56.76%,32.00%,66.14%,7.90%
"PBF","NYSE","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing",7209.72,60.94,3.71%,2322958,2956.69,0.79,14.31%,53.66%,50.36%,85.23%,124.71%,143.96%,5.48%,312.16%,146.86%,11.86%,,2.22%,84.68%,14.34%
"COMP","NYSE","Compass Inc","Real Estate","Real Estate Services",9223.61,12.18,-3.72%,12105188,14094.31,0.86,2.18%,33.26%,67.31%,0.08%,15.23%,85.11%,4.70%,225.97%,128.96%,99.38%,,29.01%,84.61%,7.54%
"HPP","NYSE","Hudson Pacific Properties Inc","Real Estate","REIT - Office",892.21,16.09,3.61%,601646,1202.44,0.50,4.41%,6.20%,140.51%,67.43%,48.57%,-15.80%,5.05%,77.36%,77.72%,-8.17%,39.19%,1.39%,115.10%,12.68%
"CBRL","NASD","Cracker Barrel Old Country Store Inc","Consumer Cyclical","Restaurants",1141.05,51.05,-1.07%,739323,1258.64,0.59,3.11%,17.38%,74.05%,59.23%,100.98%,-22.64%,4.76%,-111.41%,239.83%,-2.90%,-29.78%,-1.38%,96.10%,27.40%
"ACMR","NASD","ACM Research Inc","Technology","Semiconductor Equipment & Materials",5811.42,84.09,-8.56%,1219232,1693.93,0.72,-20.70%,-11.68%,68.89%,63.89%,113.16%,183.51%,8.60%,24.05%,-18.69%,34.18%,39.81%,-0.74%,64.64%,5.63%
"AIP","NASD","Arteris Inc","Technology","Semiconductors",1432.72,31.03,-5.05%,853787,1056.62,0.81,-14.07%,-28.88%,52.86%,77.72%,100.19%,219.57%,5.70%,69.06%,12.07%,38.74%,,6.54%,61.02%,7.79%
"ALAB","NASD","Astera Labs Inc","Technology","Semiconductors",54805.97,319.74,-8.81%,4619151,6039.30,0.76,-23.41%,-17.85%,85.80%,77.08%,92.20%,247.77%,9.07%,64.06%,148.21%,93.40%,48.52%,3.00%,71.49%,9.04%
"AMD","NASD","Advanced Micro Devices Inc","Technology","Semiconductors",816833.06,500.94,-5.33%,26927525,36426.24,0.74,-8.37%,-8.46%,94.07%,126.70%,133.91%,212.93%,5.54%,79.45%,92.25%,37.85%,63.81%,-0.94%,69.43%,2.56%
"ARM","NASD","Arm Holdings Plc ADR","Technology","Semiconductors",278778.65,262.01,-5.41%,9731372,11059.71,0.88,-20.09%,-36.49%,64.43%,142.96%,139.69%,70.25%,7.93%,22.82%,48.63%,20.06%,31.13%,0.80%,8.00%,1.63%
"CEVA","NASD","Ceva Inc","Technology","Semiconductors",1073.14,38.52,-8.20%,785954,896.65,0.88,-17.72%,-20.50%,73.91%,65.11%,79.00%,68.95%,6.50%,26.32%,-15.07%,11.46%,33.81%,-0.35%,90.37%,6.58%
"MU","NASD","Micron Technology Inc","Technology","Semiconductors",963598.18,853.20,-5.65%,45735088,51098.59,0.90,-13.96%,-21.58%,87.01%,152.33%,198.94%,632.80%,6.15%,782.97%,1372.09%,345.72%,171.80%,-1.92%,79.18%,2.82%
"MXL","NASD","MaxLinear Inc","Technology","Semiconductors",6662.22,74.40,-16.25%,3817207,5348.21,0.71,-22.34%,-16.18%,238.03%,305.67%,326.85%,410.29%,10.63%,333.14%,11.61%,43.00%,92.05%,-0.17%,85.75%,4.97%
"SIMO","NASD","Silicon Motion Technology Corp ADR","Technology","Semiconductors",9143.42,272.45,-7.14%,977107,1040.51,0.94,-15.98%,-1.43%,95.96%,139.92%,193.91%,281.90%,6.76%,150.15%,243.57%,106.23%,65.41%,-0.75%,80.99%,2.33%
"VSH","NYSE","Vishay Intertechnology Inc","Technology","Semiconductors",5589.10,36.44,-9.91%,7926860,7058.66,1.12,-17.26%,-42.81%,53.37%,127.75%,151.48%,114.23%,6.65%,1580.87%,273.09%,17.34%,,-0.12%,88.09%,11.30%
"ALIT","NYSE","Alight Inc","Technology","Software - Application",579.41,21.57,-0.83%,613717,1323.63,0.46,17.04%,62.94%,66.69%,-33.01%,-44.69%,-80.64%,9.45%,-43.79%,-13.37%,-2.55%,-21.83%,,86.91%,4.28%
"DDOG","NASD","Datadog Inc","Technology","Software - Application",93375.48,262.32,-0.81%,3104340,5789.04,0.54,-2.48%,12.54%,116.69%,109.02%,92.90%,88.23%,6.29%,18.05%,115.46%,32.15%,19.42%,0.42%,82.60%,4.55%
"FROG","NASD","JFrog Ltd","Technology","Software - Application",10480.49,86.53,-5.20%,1839969,2905.67,0.63,-9.39%,7.64%,101.84%,47.34%,38.54%,114.71%,6.21%,16.32%,57.82%,25.79%,20.57%,5.02%,85.44%,10.19%
"NAVN","NASD","Navan Inc","Technology","Software - Application",6561.75,25.80,2.02%,3865784,4312.11,0.90,0.66%,28.36%,78.79%,49.57%,51.05%,,4.07%,,66.82%,39.86%,,-0.03%,19.54%,11.53%
"PD","NYSE","Pagerduty Inc","Technology","Software - Application",821.36,10.65,-0.93%,1874601,2149.18,0.87,1.82%,18.73%,68.51%,-10.28%,-18.76%,-28.04%,8.33%,13.37%,281.29%,0.97%,5.45%,1.52%,98.71%,9.67%
"PTRN","NASD","Pattern Group Inc","Technology","Software - Application",5114.96,28.92,-0.89%,2414919,1843.85,1.31,-1.63%,47.55%,113.12%,114.38%,150.61%,,5.22%,140.97%,83.13%,43.18%,,4.46%,14.55%,10.32%
"SNOW","NYSE","Snowflake Inc","Technology","Software - Application",93588.93,270.02,-0.68%,3339622,8192.11,0.41,0.95%,12.14%,86.89%,28.96%,23.09%,27.40%,5.73%,54.47%,33.81%,33.48%,44.34%,-1.63%,75.39%,6.84%
"BAND","NASD","Bandwidth Inc","Technology","Software - Infrastructure",2205.17,68.88,-2.94%,664409,1341.07,0.50,-12.19%,30.38%,258.94%,394.83%,345.83%,336.78%,8.10%,25.87%,39.38%,19.82%,26.43%,2.36%,72.48%,12.06%
"BLZE","NASD","Backblaze Inc","Technology","Software - Infrastructure",823.80,13.73,-8.34%,2321051,3290.41,0.71,-22.99%,69.30%,259.42%,177.94%,194.64%,162.02%,9.48%,47.07%,39.88%,11.71%,37.88%,-5.61%,48.63%,4.86%
"BRUN","NASD","Boost Run Inc","Technology","Software - Infrastructure",1819.31,23.81,-7.21%,1411060,1617.81,0.87,-21.16%,-36.44%,76.50%,87.48%,88.37%,132.75%,8.86%,134.90%,-101.12%,,,397.45%,16.98%,11.75%
"CRWD","NASD","Crowdstrike Holdings Inc","Technology","Software - Infrastructure",207480.51,203.76,-1.46%,7561029,12554.41,0.60,2.70%,17.63%,98.23%,74.15%,73.87%,73.25%,6.89%,32.04%,124.26%,25.57%,29.10%,,72.28%,2.91%
"DOCN","NYSE","DigitalOcean Holdings Inc","Technology","Software - Infrastructure",12212.69,117.02,-2.20%,2980246,3702.87,0.80,-16.91%,-35.45%,50.59%,115.15%,143.18%,311.32%,9.42%,-41.86%,-60.23%,22.40%,11.16%,39.06%,93.51%,13.62%
"FIVN","NASD","Five9 Inc","Technology","Software - Infrastructure",1934.01,25.26,1.61%,1406301,3226.82,0.44,1.32%,22.27%,64.45%,34.08%,25.99%,-0.51%,6.04%,9.88%,3234.38%,9.16%,13.13%,-2.71%,102.92%,11.40%
"OKTA","NASD","Okta Inc","Technology","Software - Infrastructure",25678.30,147.74,-2.07%,2915344,3855.85,0.76,-0.74%,25.08%,119.36%,57.05%,70.86%,62.23%,7.92%,9.90%,20.10%,11.19%,11.37%,4.51%,93.47%,5.21%
"QLYS","NASD","Qualys Inc","Technology","Software - Infrastructure",5548.79,157.56,-1.10%,542135,814.26,0.67,-1.15%,37.43%,84.99%,18.34%,18.56%,13.79%,7.57%,7.53%,9.84%,10.60%,7.23%,2.44%,106.97%,10.53%
"RBRK","NYSE","Rubrik Inc","Technology","Software - Infrastructure",16429.22,79.82,-0.70%,1828381,3749.75,0.49,-10.06%,14.37%,55.41%,12.71%,4.37%,-8.77%,8.56%,3199.04%,61.43%,38.99%,,0.71%,57.48%,8.63%
"RPD","NASD","Rapid7 Inc","Technology","Software - Infrastructure",813.33,12.17,-0.65%,2078640,2331.38,0.89,6.66%,69.74%,111.28%,-10.97%,-19.93%,-46.05%,10.72%,-25.20%,-48.48%,-0.27%,-7.72%,-2.89%,92.87%,11.41%
"TENB","NASD","Tenable Holdings Inc","Technology","Software - Infrastructure",4385.52,39.77,-1.05%,3126277,3630.10,0.86,-3.87%,43.47%,110.09%,75.66%,69.02%,20.52%,8.55%,22.75%,106.28%,9.58%,14.53%,9.51%,115.88%,10.21%
"TWLO","NYSE","Twilio Inc","Technology","Software - Infrastructure",31371.66,206.70,-2.29%,1500901,2637.72,0.57,-5.44%,2.33%,54.17%,59.21%,45.32%,69.20%,5.95%,16.87%,361.92%,20.00%,16.31%,-1.08%,91.32%,2.91%
"VRNS","NASD","Varonis Systems Inc","Technology","Software - Infrastructure",5396.26,47.00,-0.70%,1286504,2400.84,0.54,2.60%,38.68%,103.11%,35.80%,43.29%,-6.56%,6.40%,-33.82%,-0.22%,27.39%,55.12%,-4.61%,98.25%,7.11%
"MAN","NYSE","ManpowerGroup","Industrials","Staffing & Employment Services",2402.11,51.65,32.37%,5353586,1106.90,4.84,37.84%,54.87%,68.08%,74.43%,73.73%,19.84%,4.58%,21.30%,-55.15%,10.27%,27.10%,-2.87%,114.90%,14.77%
"NSP","NYSE","Insperity Inc","Industrials","Staffing & Employment Services",1888.61,49.48,3.69%,678401,786.13,0.86,11.52%,36.61%,78.37%,10.59%,27.79%,-12.99%,5.09%,99.42%,-35.30%,1.72%,52.60%,5.98%,110.61%,12.32%
"RXO","NYSE","RXO Inc","Industrials","Trucking",4706.82,28.54,5.43%,2917851,2313.87,1.26,6.29%,3.00%,73.28%,88.63%,125.79%,76.61%,4.46%,232.42%,-15.39%,-0.56%,,2.42%,111.68%,9.00%
