"Ticker","Exchange","Company","Sector","Industry","Market Cap","Price","Change","Volume","Average Volume","Relative Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Volatility (Week)","EPS Growth This Year","EPS Growth Quarter Over Quarter","Sales Growth Quarter Over Quarter","EPS Growth Next 5 Years","Institutional Transactions","Institutional Ownership","Short Float","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average"
"UL","NYSE","Unilever plc ADR","Consumer Defensive","Household & Personal Products",144055.37,66.87,8.96%,13675733,4007.74,3.41,10.00%,10.44%,16.30%,-0.65%,2.25%,5.43%,1.26%,-0.04%,38.84%,-25.95%,4.29%,-35.39%,11.32%,0.05%,8.27%,12.64%,5.98%
"PFE","NYSE","Pfizer Inc","Healthcare","Drug Manufacturers - General",143910.96,25.25,2.35%,49294214,41286.20,1.19,1.24%,3.95%,-5.75%,-2.43%,1.41%,3.87%,1.46%,-8.59%,-9.78%,5.37%,-8.85%,1.29%,68.92%,2.88%,3.01%,0.56%,-2.24%
"SONY","NYSE","Sony Group Corp ADR","Technology","Consumer Electronics",129973.41,22.71,1.88%,9770990,6432.26,1.52,8.04%,15.22%,12.76%,-1.09%,-11.29%,-4.40%,1.68%,17.47%,-58.66%,12.14%,11.40%,-3.63%,8.16%,0.26%,7.88%,7.00%,-3.28%
"MO","NYSE","Altria Group Inc","Consumer Defensive","Tobacco",124941.26,74.82,2.65%,10041959,8448.03,1.19,2.51%,1.40%,13.36%,18.80%,29.76%,27.42%,2.15%,4.96%,105.23%,5.29%,4.14%,-0.18%,63.28%,3.19%,3.23%,3.92%,14.24%
"NOW","NYSE","ServiceNow Inc","Technology","Software - Application",114381.09,110.62,4.79%,33541925,27440.51,1.22,8.39%,12.49%,22.30%,-18.86%,-27.79%,-43.89%,6.37%,16.01%,-21.91%,24.01%,20.20%,-3.14%,86.44%,5.44%,5.78%,5.46%,-12.18%
"MDT","NYSE","Medtronic Plc","Healthcare","Medical Devices",111210.34,86.88,3.16%,13057561,10004.88,1.31,5.50%,7.29%,4.78%,-13.70%,-9.56%,-5.53%,1.91%,7.66%,17.56%,9.86%,7.92%,0.60%,88.70%,1.49%,5.33%,8.22%,-3.74%
"ACN","NYSE","Accenture plc","Technology","Information Technology Services",100762.39,164.66,6.88%,10371021,8386.88,1.24,16.90%,27.66%,-6.96%,-41.34%,-38.63%,-40.56%,3.68%,7.20%,9.01%,5.59%,6.80%,-1.28%,84.38%,5.50%,17.12%,6.38%,-22.40%
"CMCSA","NASD","Comcast Corp","Communication Services","Telecom Services",85841.52,24.19,6.10%,40834336,36127.31,1.13,1.60%,4.40%,-12.07%,-17.80%,-13.61%,-22.99%,4.85%,-18.77%,-66.90%,-1.23%,-2.25%,-0.08%,90.51%,2.42%,2.98%,1.55%,-10.52%
"MDLZ","NASD","Mondelez International Inc","Consumer Defensive","Confectioners",80202.44,62.48,2.98%,11761384,8778.44,1.34,4.38%,2.78%,8.81%,6.75%,16.07%,-10.20%,1.64%,4.29%,41.40%,8.24%,7.43%,0.04%,86.44%,2.63%,4.25%,2.60%,6.62%
"GM","NYSE","General Motors Company","Consumer Cyclical","Auto Manufacturers",79233.87,90.30,3.75%,13354425,8073.91,1.65,13.56%,15.62%,15.83%,13.69%,11.04%,68.94%,4.72%,26.29%,-25.99%,1.92%,15.12%,-1.50%,89.92%,2.79%,14.57%,13.47%,17.43%
"CVNA","NYSE","Carvana Co","Consumer Cyclical","Auto & Truck Dealerships",72467.94,66.07,3.17%,11283428,10921.33,1.03,0.75%,5.97%,-18.78%,-30.26%,-21.72%,-1.78%,3.74%,-10.15%,11.42%,51.98%,15.86%,1.23%,101.25%,11.47%,-0.40%,-1.14%,-8.72%
"NU","NYSE","Nu Holdings Ltd","Financial","Banks - Regional",70911.52,14.68,1.03%,59244115,73194.90,0.81,2.02%,11.47%,0.27%,-19.25%,-12.31%,16.42%,3.48%,44.39%,55.93%,56.14%,35.18%,-0.17%,59.65%,4.25%,5.56%,12.38%,-2.98%
"NKE","NYSE","Nike Inc","Consumer Cyclical","Footwear & Accessories",63864.61,43.05,2.16%,23341944,22928.95,1.02,0.21%,5.64%,-4.63%,-33.76%,-32.43%,-45.67%,2.82%,-17.37%,404.83%,-1.34%,4.24%,-1.58%,64.97%,5.46%,0.23%,-1.11%,-21.63%
"F","NYSE","Ford Motor Co","Consumer Cyclical","Auto Manufacturers",59611.00,14.96,1.91%,74079450,63451.44,1.17,4.84%,5.87%,19.78%,11.31%,14.02%,32.62%,2.86%,53.89%,433.13%,6.38%,23.87%,-1.20%,65.77%,2.47%,6.62%,3.72%,12.56%
"FAST","NASD","Fastenal Co","Industrials","Industrial Distribution",55194.64,48.10,0.97%,9696066,7554.41,1.28,6.87%,2.12%,6.23%,9.99%,19.86%,2.78%,1.96%,15.84%,15.88%,14.74%,11.76%,-0.19%,85.64%,2.75%,3.06%,4.72%,8.77%
"PYPL","NASD","PayPal Holdings Inc","Financial","Credit Services",51444.40,58.32,4.01%,22881715,17340.06,1.32,4.42%,31.68%,17.18%,3.04%,-0.10%,-25.44%,2.38%,-0.05%,-6.09%,8.81%,5.51%,-7.40%,76.51%,6.22%,14.56%,26.14%,11.43%
"INFY","NYSE","Infosys Ltd ADR","Technology","Information Technology Services",50111.11,12.35,5.56%,41732243,21201.63,1.97,10.66%,14.56%,0.57%,-33.42%,-30.70%,-28.03%,3.86%,-0.80%,3.90%,3.06%,3.22%,-0.97%,11.89%,4.11%,10.62%,6.01%,-16.37%
"HLN","NYSE","Haleon plc ADR","Healthcare","Drug Manufacturers - Specialty & Generic",45227.03,10.27,3.32%,16913898,9636.12,1.76,3.53%,11.15%,8.22%,-0.96%,1.58%,5.88%,1.51%,8.33%,24561.95%,15.22%,9.07%,22.89%,13.27%,0.29%,4.60%,9.54%,5.17%
"PCG","NYSE","PG&E Corp","Utilities","Utilities - Regulated Electric",39155.47,17.78,1.02%,23833981,18649.41,1.28,1.66%,2.30%,8.48%,17.05%,10.64%,27.18%,2.76%,9.78%,40.08%,0.07%,9.51%,-1.27%,98.23%,1.76%,2.53%,5.14%,6.55%
"JD","NASD","JD.com Inc ADR","Consumer Cyclical","Internet Retail",38566.68,31.79,2.71%,12722495,8976.23,1.42,4.47%,25.21%,6.86%,6.75%,10.77%,-4.30%,1.55%,22.61%,-47.84%,10.19%,25.19%,-5.47%,15.81%,2.65%,10.43%,10.38%,7.96%
"KVUE","NYSE","Kenvue Inc","Consumer Defensive","Household & Personal Products",37920.17,19.75,1.39%,19624585,20319.08,0.97,3.89%,3.24%,12.66%,11.96%,14.49%,-11.67%,1.41%,10.86%,47.40%,4.49%,7.23%,-2.56%,94.14%,3.21%,2.65%,7.39%,13.00%
"KHC","NASD","Kraft Heinz Co","Consumer Defensive","Packaged Foods",32371.73,27.30,4.12%,20502125,13970.62,1.47,5.85%,15.19%,24.54%,15.78%,12.58%,-3.36%,2.33%,-20.73%,12.64%,0.80%,-5.90%,-0.69%,88.27%,7.82%,7.35%,12.57%,14.02%
"CPRT","NASD","Copart Inc","Industrials","Specialty Business Services",28413.16,30.69,3.02%,16761513,11435.88,1.47,12.96%,0.46%,-7.53%,-26.12%,-21.61%,-33.40%,2.99%,-0.33%,2.67%,2.09%,5.18%,-3.92%,84.01%,4.51%,8.54%,1.80%,-14.95%
"HPQ","NYSE","HP Inc","Technology","Computer Hardware",25871.85,28.29,6.55%,25465441,18485.98,1.38,14.03%,23.65%,43.17%,45.38%,26.97%,9.44%,3.57%,-3.07%,14.55%,11.05%,2.04%,2.90%,94.10%,9.87%,16.67%,16.73%,25.95%
"CTSH","NASD","Cognizant Technology Solutions Corp","Technology","Information Technology Services",23840.38,50.31,6.93%,13757437,10523.27,1.31,15.31%,25.68%,-7.91%,-41.23%,-39.39%,-33.29%,3.56%,7.90%,3.61%,5.83%,9.20%,3.38%,106.13%,12.11%,15.33%,6.46%,-21.67%
"VTRS","NASD","Viatris Inc","Healthcare","Drug Manufacturers - Specialty & Generic",20961.96,17.86,1.28%,9595749,10961.43,0.88,1.53%,9.37%,20.59%,35.61%,43.45%,92.87%,3.31%,4.13%,105.88%,8.50%,6.69%,1.79%,85.15%,4.11%,5.87%,8.92%,29.14%
"GIS","NYSE","General Mills Inc","Consumer Defensive","Packaged Foods",20094.12,37.65,2.84%,9256263,10546.22,0.88,1.35%,4.55%,8.44%,-15.64%,-19.03%,-24.47%,2.77%,-13.15%,-826.44%,1.17%,-1.50%,1.67%,89.26%,10.25%,2.28%,7.53%,-8.51%
"TOST","NYSE","Toast Inc","Technology","Software - Infrastructure",18757.20,32.34,4.86%,13330358,12680.18,1.05,6.49%,19.42%,12.88%,-3.46%,-8.93%,-33.91%,4.06%,36.77%,122.98%,21.91%,30.37%,-0.35%,78.75%,8.41%,9.07%,20.93%,6.20%
"HST","NASD","Host Hotels & Resorts Inc","Real Estate","REIT - Hotel & Motel",17443.87,25.47,2.00%,12169024,9333.49,1.30,4.21%,4.66%,25.61%,40.03%,47.93%,61.25%,2.45%,17.73%,101.77%,3.20%,-2.17%,-1.35%,104.79%,5.91%,7.05%,8.77%,30.80%
"NLY","NYSE","Annaly Capital Management Inc","Real Estate","REIT - Mortgage",17413.32,23.20,2.79%,10307088,7310.62,1.41,2.43%,1.09%,1.58%,-2.81%,3.76%,12.19%,1.77%,5.96%,3210.03%,24.91%,1.10%,2.01%,61.48%,2.68%,2.12%,4.56%,4.05%
"OWL","NYSE","Blue Owl Capital Inc","Financial","Asset Management",15294.29,9.81,1.34%,13919743,23913.40,0.58,4.47%,14.47%,9.98%,-32.85%,-34.34%,-50.48%,3.29%,3.91%,744.44%,10.29%,10.25%,1.76%,100.86%,20.41%,4.92%,3.36%,-18.51%
"CNH","NYSE","CNH Industrial NV","Industrials","Farm & Heavy Construction Machinery",14185.03,11.44,3.25%,16089910,12282.98,1.31,10.53%,3.72%,11.61%,4.67%,24.08%,-11.93%,3.42%,-25.29%,-94.65%,-0.10%,21.51%,-0.60%,70.81%,8.73%,7.17%,8.18%,7.81%
"PINS","NYSE","Pinterest Inc","Communication Services","Internet Content & Information",13645.44,24.36,3.66%,17088765,17875.69,0.96,6.70%,17.00%,19.82%,-5.95%,-5.91%,-36.76%,3.51%,18.54%,-996.12%,17.84%,15.84%,-5.36%,98.84%,12.16%,7.63%,14.33%,5.87%
"FIG","NYSE","Figma Inc","Technology","Software - Application",12881.82,24.38,6.28%,18274468,21036.83,0.87,11.17%,30.93%,40.84%,-16.42%,-34.76%,,7.02%,-39.30%,-1719.05%,46.12%,0.78%,18.99%,29.22%,33.16%,10.45%,13.49%,-17.25%
"AGNC","NASD","AGNC Investment Corp","Real Estate","REIT - Mortgage",12707.58,11.07,4.04%,31179270,16019.21,1.95,2.69%,1.56%,-0.27%,-6.19%,3.26%,14.36%,2.07%,5.21%,400.00%,413.15%,-1.02%,2.31%,41.55%,9.48%,0.85%,4.29%,3.74%
"CSGP","NASD","Costar Group Inc","Real Estate","Real Estate Services",12385.43,30.33,3.98%,9327608,7790.36,1.20,6.42%,0.26%,-16.31%,-53.91%,-54.89%,-67.51%,4.80%,56.36%,120.00%,22.51%,37.21%,-1.44%,102.68%,4.03%,4.87%,-1.97%,-38.72%
"TTD","NASD","Trade Desk Inc","Communication Services","Advertising Agencies",8889.75,18.91,5.76%,20031606,18956.70,1.06,3.62%,2.94%,-18.28%,-44.07%,-50.18%,-78.62%,4.71%,10.78%,-16.77%,11.82%,17.06%,2.22%,80.42%,17.64%,1.04%,-3.16%,-36.53%
"AVTR","NYSE","Avantor Inc","Healthcare","Medical Instruments & Supplies",8479.82,12.42,5.61%,20329658,9948.46,2.04,13.01%,20.82%,55.83%,5.34%,8.38%,-11.22%,4.95%,-12.40%,-32.28%,0.00%,0.96%,-0.97%,100.00%,8.46%,14.78%,26.90%,21.47%
"SNAP","NYSE","Snap Inc","Communication Services","Internet Content & Information",7904.66,4.77,5.53%,42649742,41683.41,1.02,4.61%,8.16%,-21.29%,-36.90%,-40.89%,-50.77%,3.54%,72.79%,35.97%,12.15%,,-10.30%,39.35%,8.56%,3.25%,-5.69%,-23.25%
"CAG","NYSE","Conagra Brands Inc","Consumer Defensive","Packaged Foods",7384.27,15.43,1.25%,16181387,17889.16,0.90,3.91%,9.59%,9.28%,-14.70%,-10.86%,-19.64%,3.94%,-15.85%,-731.99%,3.61%,-2.99%,3.12%,87.81%,10.39%,7.77%,12.19%,-4.69%
"VFC","NYSE","VF Corp","Consumer Cyclical","Apparel Manufacturing",7160.33,18.25,6.60%,12139039,7376.44,1.65,7.92%,5.07%,-5.73%,-8.80%,0.94%,45.77%,3.17%,27.87%,21.75%,0.57%,20.63%,0.15%,92.08%,8.45%,8.24%,7.88%,3.48%
"PATH","NYSE","UiPath Inc","Technology","Software - Infrastructure",6315.89,12.19,4.91%,46786049,57115.64,0.82,1.25%,15.76%,16.54%,-18.24%,-25.63%,-0.16%,8.32%,8.71%,203.89%,17.32%,13.43%,-5.76%,62.53%,28.90%,5.00%,9.08%,-5.23%
"GGB","NYSE","Gerdau SA ADR","Basic Materials","Steel",6152.31,4.95,2.48%,17022169,17892.71,0.95,6.68%,19.28%,14.58%,14.32%,34.15%,66.67%,2.13%,298.24%,54.07%,7.03%,62.91%,-4.95%,25.34%,1.91%,9.22%,9.24%,22.78%
"RITM","NYSE","Rithm Capital Corp","Real Estate","REIT - Mortgage",5460.24,9.78,5.96%,12406623,5385.77,2.30,6.89%,4.26%,-3.36%,-18.43%,-10.28%,-20.03%,1.86%,-4.62%,74.27%,-2.47%,1.62%,9.75%,63.45%,7.47%,6.00%,6.05%,-4.38%
"ADT","NYSE","ADT Inc","Industrials","Security & Protection Services",5382.04,7.34,2.66%,9928608,10855.79,0.91,6.53%,14.87%,1.66%,-9.05%,-9.05%,-12.20%,1.92%,2.68%,26.88%,0.87%,5.41%,-12.29%,91.98%,5.56%,6.93%,8.28%,-1.74%
"FRSH","NASD","Freshworks Inc","Technology","Software - Application",3213.22,11.18,3.33%,9330982,17210.74,0.54,4.58%,13.50%,34.05%,-7.26%,-8.73%,-20.14%,5.61%,-5.37%,-295.35%,16.49%,12.23%,-0.11%,61.23%,9.67%,6.51%,13.85%,11.64%
"LCID","NASD","Lucid Group Inc","Consumer Cyclical","Auto Manufacturers",3083.03,7.90,21.54%,39624400,19065.60,2.08,7.92%,33.45%,33.22%,-25.75%,-25.26%,-71.68%,9.56%,12.59%,-43.50%,20.17%,29.16%,0.11%,16.73%,37.82%,23.91%,33.46%,-22.39%
"PTON","NASD","Peloton Interactive Inc","Consumer Cyclical","Leisure",2836.10,6.55,4.63%,9233846,12136.02,0.76,2.99%,14.51%,23.35%,9.90%,6.33%,2.66%,3.34%,144.46%,142.53%,1.11%,,7.13%,82.19%,15.47%,7.49%,11.65%,13.97%
"ATAI","NASD","AtaiBeckley Inc","Healthcare","Biotechnology",2656.27,7.18,0.14%,17205350,10702.20,1.61,0.63%,35.73%,65.44%,84.10%,75.55%,115.62%,0.68%,85.46%,44.43%,-38.65%,47.10%,16.71%,26.34%,12.78%,17.96%,43.82%,63.75%
"AMC","NYSE","AMC Entertainment Holdings Inc","Communication Services","Entertainment",2383.26,2.67,6.37%,61840793,43490.79,1.42,21.36%,23.61%,61.82%,79.19%,71.15%,-14.15%,11.85%,82.34%,-46.30%,14.22%,,-0.27%,28.70%,5.59%,28.89%,33.65%,48.49%
"ASAN","NYSE","Asana Inc","Technology","Software - Application",1887.87,8.19,5.68%,9438958,6251.49,1.51,10.83%,17.50%,31.25%,-28.84%,-40.26%,-45.51%,9.55%,38.07%,64.50%,9.52%,28.76%,25.13%,44.93%,39.51%,11.13%,12.99%,-13.29%
"CLVT","NYSE","Clarivate Plc","Technology","Information Technology Services",1534.12,2.40,12.68%,9175381,6692.88,1.37,6.67%,12.68%,-2.44%,-16.96%,-28.14%,-43.66%,9.33%,7.18%,58.37%,-1.38%,8.41%,0.41%,61.21%,16.55%,5.77%,4.32%,-13.63%
"SBET","NASD","Sharplink Inc","Financial","Capital Markets",1367.82,6.44,0.94%,11279281,8815.93,1.28,2.71%,33.89%,-10.31%,-31.34%,-27.96%,-69.22%,5.22%,76.67%,-77.16%,1525.66%,,-0.70%,42.17%,20.21%,12.12%,13.28%,-23.04%
"OPK","NASD","Opko Health Inc","Healthcare","Diagnostics & Research",1245.90,1.65,33.06%,34500226,2914.16,11.84,36.36%,7.84%,37.50%,26.92%,30.95%,22.22%,4.14%,15.00%,94.11%,4.32%,29.53%,-0.55%,28.22%,9.03%,24.11%,21.11%,27.43%
"BIYA","NASD","Baiya International Group Inc","Technology","Software - Application",40.57,6.44,54.44%,32619625,5097.71,6.40,108.41%,91.67%,-17.33%,-83.70%,-83.36%,-96.74%,39.07%,,-1798.14%,53.15%,,,0.00%,3.37%,54.25%,1.71%,-81.57%
"DFNS","NASD","T3 Defense Inc","Industrials","Aerospace & Defense",24.26,24.00,83.21%,28006405,1856.17,15.09,265.30%,12.61%,-59.64%,-92.00%,-95.24%,-97.54%,76.68%,,-105.31%,,,,1.95%,15.36%,90.63%,-11.60%,-92.76%
"STKH","NASD","Steakholder Foods Ltd ADR","Consumer Defensive","Packaged Foods",2.14,3.60,166.67%,32727038,124.41,263.05,146.00%,93.80%,-31.43%,-58.04%,-48.05%,-87.29%,20.21%,,,,,290.02%,4.32%,,109.79%,32.30%,-37.06%
